id;secteur;public;public_employer_type
65630;Fonction publique;VRAI;Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements)
65631;Social;FAUX;
65632;Industrie alimentaire;FAUX;
65633;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65635;Agriculture;VRAI;Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements)
65636;Agriculture;VRAI;Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements)
65637;Agriculture;VRAI;Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements)
65638;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65640;Fonction publique;VRAI;Ministère de la Culture
65641;Fonction publique;VRAI;Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements)
65642;Agriculture;VRAI;Ministère de l'Intérieur
65643;Industrie chimique;FAUX;
65644;Fonction publique;VRAI;Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements)
65645;Fonction publique;VRAI;Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements)
65646;Fonction publique;VRAI;Ministère de l’Enseignement supérieur et de la Recherche
65647;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65648;Fonction publique;VRAI;Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements)
65649;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65650;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65651;Fonction publique;VRAI;Ministère de l’Enseignement supérieur et de la Recherche
65652;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65653;Agriculture;VRAI;Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements)
65654;Agriculture;VRAI;Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements)
65655;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65656;Comptabilité, gestion, ressources humaines;FAUX;
65657;Fonction publique;VRAI;Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements)
65658;Agriculture;VRAI;Ministère de l'Intérieur
65659;Comptabilité, gestion, ressources humaines;FAUX;
65660;Sécurité;FAUX;
65662;Bâtiment et travaux publics (BTP);FAUX;
65663;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65664;Fonction publique;VRAI;Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements)
65665;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65666;Fonction publique;VRAI;Ministère de l'Intérieur
65667;Fonction publique;VRAI;Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements)
65668;Agriculture;VRAI;Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements)
65669;Fonction publique;VRAI;Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements)
65670;Fonction publique;VRAI;Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements)
65671;Fonction publique;VRAI;Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements)
65672;Fonction publique;VRAI;Ministère du Travail, de la Santé, des Solidarités et des Familles
65673;Comptabilité, gestion, ressources humaines;FAUX;
65674;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65675;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65676;Fonction publique;VRAI;Ministère de l'Économie, des Finances et de la Souveraineté industrielle et numérique
65677;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65678;Comptabilité, gestion, ressources humaines;FAUX;
65679;Comptabilité, gestion, ressources humaines;FAUX;
65680;Environnement;FAUX;
65681;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65682;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65683;Fonction publique;VRAI;Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements)
65684;Fonction publique;VRAI;Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements)
65685;Fonction publique;VRAI;Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements)
65686;Fonction publique;VRAI;Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements)
65687;Fonction publique;VRAI;Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements)
65688;Fonction publique;VRAI;Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements)
65689;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65690;Social;VRAI;Ministère du Travail, de la Santé, des Solidarités et des Familles
65691;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65692;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65693;Droit et justice;VRAI;
65694;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65695;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65697;Enseignement;VRAI;
65698;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65699;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65700;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65701;Fonction publique;VRAI;Ministère de la Transition écologique, de la Biodiversité, de la Forêt, de la Mer et de la Pêche
65702;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65703;Commerce et distribution;FAUX;
65704;Communication;FAUX;
65705;Commerce et distribution;FAUX;
65706;Armée - Défense;FAUX;
65708;Agriculture;VRAI;Ministère du Travail, de la Santé, des Solidarités et des Familles
65709;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65711;Énergie;FAUX;
65712;Énergie;FAUX;
65713;Fonction publique;VRAI;Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements)
65714;Énergie;FAUX;
65715;Comptabilité, gestion, ressources humaines;FAUX;
65716;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65717;Fonction publique;VRAI;Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements)
65718;Fonction publique;VRAI;Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements)
65719;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65720;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65721;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65722;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65723;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65724;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65725;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65726;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65727;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65728;Commerce et distribution;FAUX;
65729;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65730;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65731;Automobile;FAUX;
65732;Commerce et distribution;FAUX;
65733;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65734;Banque et assurance;FAUX;
65735;Automobile;FAUX;
65736;Commerce et distribution;FAUX;
65737;Commerce et distribution;FAUX;
65738;Automobile;FAUX;
65739;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65740;Commerce et distribution;FAUX;
65741;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65742;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65743;Commerce et distribution;FAUX;
65744;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65745;Automobile;FAUX;
65746;Banque et assurance;FAUX;
65747;Fonction publique;VRAI;Ministère de l’Enseignement supérieur et de la Recherche
65748;Commerce et distribution;FAUX;
65749;Agriculture;VRAI;Ministère de l’Enseignement supérieur et de la Recherche
65750;Commerce et distribution;FAUX;
65751;Commerce et distribution;FAUX;
65752;Banque et assurance;FAUX;
65754;Droit et justice;VRAI;
65755;Commerce et distribution;FAUX;
65758;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65759;Comptabilité, gestion, ressources humaines;FAUX;
65760;Fonction publique;VRAI;Ministère de l'Intérieur
65761;Fonction publique;VRAI;Ministère de l'Intérieur
65762;Fonction publique;VRAI;Ministère de la Culture
65763;Agriculture;VRAI;Ministère de l'Intérieur
65764;Bâtiment et travaux publics (BTP);FAUX;
65765;Sécurité;VRAI;Ministère de l'Intérieur
65766;Agriculture;VRAI;Ministère de l'Intérieur
65767;Comptabilité, gestion, ressources humaines;VRAI;Ministère de l'Intérieur
65768;Enseignement;FAUX;
65769;Enseignement;FAUX;
65770;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65771;Sécurité;VRAI;Ministère de l'Intérieur
65772;Droit et justice;FAUX;
65774;Social;FAUX;
65775;Fonction publique;VRAI;Ministère de l’Enseignement supérieur et de la Recherche
65776;Commerce et distribution;FAUX;
65777;Commerce et distribution;FAUX;
65778;Enseignement;VRAI;Ministère de la Culture
65779;Social;VRAI;Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements)
65780;Social;VRAI;Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements)
65781;Banque et assurance;FAUX;
65782;Commerce et distribution;FAUX;
65783;Banque et assurance;FAUX;
65784;Agriculture;VRAI;Ministère de l'Intérieur
65785;Social;VRAI;Ministère du Travail, de la Santé, des Solidarités et des Familles
65786;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65787;Comptabilité, gestion, ressources humaines;FAUX;
65788;Santé;VRAI;Ministère du Travail, de la Santé, des Solidarités et des Familles
65790;Fonction publique;VRAI;Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements)
65791;Fonction publique;VRAI;Ministère de la Transition écologique, de la Biodiversité, de la Forêt, de la Mer et de la Pêche
65792;Enseignement;FAUX;
65793;Agriculture;VRAI;Ministère de la Transition écologique, de la Biodiversité, de la Forêt, de la Mer et de la Pêche
65794;Hôtellerie, restauration;FAUX;
65795;Enseignement;FAUX;
65796;Fonction publique;VRAI;Ministère de la Culture
65797;Agriculture;VRAI;Ministère de la Transition écologique, de la Biodiversité, de la Forêt, de la Mer et de la Pêche
65798;Industrie chimique;FAUX;
65799;Agriculture;VRAI;Ministère de la Transition écologique, de la Biodiversité, de la Forêt, de la Mer et de la Pêche
65800;Agriculture;VRAI;Ministère du Travail, de la Santé, des Solidarités et des Familles
65801;Agriculture;VRAI;Ministère de la Transition écologique, de la Biodiversité, de la Forêt, de la Mer et de la Pêche
65802;Hôtellerie, restauration;FAUX;
65803;Énergie;FAUX;
65804;Fonction publique;VRAI;Ministère de l'Économie, des Finances et de la Souveraineté industrielle et numérique
65805;Agriculture;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65806;Social;VRAI;Ministère du Travail, de la Santé, des Solidarités et des Familles
65807;Énergie;FAUX;
65808;Culture et patrimoine;VRAI;Ministère de la Culture
65809;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65810;Fonction publique;VRAI;Ministère de la Culture
65811;Fonction publique;VRAI;Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements)
65812;Fonction publique;VRAI;Ministère du Travail, de la Santé, des Solidarités et des Familles
65813;Fonction publique;VRAI;Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements)
65814;Hôtellerie, restauration;FAUX;
65815;Fonction publique;VRAI;Ministère de la Transition écologique, de la Biodiversité, de la Forêt, de la Mer et de la Pêche
65816;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65817;Social;FAUX;
65818;Social;FAUX;
65819;Fonction publique;VRAI;Ministère des Armées
65820;Social;FAUX;
65821;Communication;FAUX;
65822;Social;FAUX;
65823;Agriculture;VRAI;Fonction publique hospitalière (FPH)
65824;Social;FAUX;
65825;Social;FAUX;
65826;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65827;Informatique et réseaux;FAUX;
65828;Santé;VRAI;Fonction publique hospitalière (FPH)
65829;Culture et patrimoine;VRAI;Ministère de la Culture
65831;Agriculture;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65832;Banque et assurance;FAUX;
65835;Social;FAUX;
65836;Social;FAUX;
65838;Agriculture;VRAI;Ministère des Armées
65839;Agriculture;VRAI;Ministère des Armées
65840;Conseil et audit;FAUX;
65841;Fonction publique;VRAI;Ministère du Travail, de la Santé, des Solidarités et des Familles
65842;Fonction publique;VRAI;Ministère de l'Intérieur
65843;Agriculture;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65844;Agriculture;VRAI;Ministère des Armées
65845;Logistique et transport;FAUX;
65847;Logistique et transport;FAUX;
65848;Logistique et transport;FAUX;
65849;Logistique et transport;FAUX;
65851;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65852;Culture et patrimoine;FAUX;
65853;Agriculture;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65854;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65855;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65857;Agriculture;VRAI;Ministère du Travail, de la Santé, des Solidarités et des Familles
65858;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65859;Commerce et distribution;FAUX;
65860;Commerce et distribution;FAUX;
65861;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65862;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65863;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65864;Communication;FAUX;
65865;Enseignement;FAUX;
65866;Fonction publique;VRAI;Collectivité territoriale (communes, départements, régions, leurs regroupements et leurs établissements)
65867;Agriculture;VRAI;Ministère de l'Économie, des Finances et de la Souveraineté industrielle et numérique
65868;Social;FAUX;
65869;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65871;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65872;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65873;Fonction publique;VRAI;Ministère des Armées
65875;Enseignement;FAUX;
65876;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65877;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65878;Social;FAUX;
65879;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65881;Automobile;FAUX;
65882;Automobile;FAUX;
65883;Social;FAUX;
65884;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65885;Social;FAUX;
65886;Fonction publique;VRAI;Ministère de l'Intérieur
65887;Industrie alimentaire;FAUX;
65888;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65889;Conseil et audit;FAUX;
65890;Enseignement;FAUX;
65891;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65892;Agriculture;VRAI;Ministère de la Transition écologique, de la Biodiversité, de la Forêt, de la Mer et de la Pêche
65893;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65894;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65896;Agriculture;VRAI;Ministère de la Transition écologique, de la Biodiversité, de la Forêt, de la Mer et de la Pêche
65897;Enseignement;FAUX;
65898;Agriculture;VRAI;Ministère de la Transition écologique, de la Biodiversité, de la Forêt, de la Mer et de la Pêche
65899;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65900;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65901;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65902;Agriculture;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65903;Fonction publique;VRAI;Ministère de l'Intérieur
65905;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65906;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65907;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65908;Social;FAUX;
65909;Fonction publique;VRAI;Ministère du Travail, de la Santé, des Solidarités et des Familles
65910;Comptabilité, gestion, ressources humaines;FAUX;
65911;Bâtiment et travaux publics (BTP);FAUX;
65912;Fonction publique;VRAI;Ministère du Travail, de la Santé, des Solidarités et des Familles
65913;Agriculture;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65914;Agriculture;FAUX;
65915;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65916;Agriculture;VRAI;Ministère des Armées
65917;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65918;Social;FAUX;
65919;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65920;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65921;Agriculture;VRAI;Ministère des Armées
65922;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65923;Culture et patrimoine;VRAI;Ministère de la Culture
65924;Social;FAUX;
65925;Santé;FAUX;
65926;Droit et justice;FAUX;
65927;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65928;Recherche;FAUX;
65929;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65930;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65931;Bien-être;FAUX;
65932;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65933;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65934;Fonction publique;VRAI;Ministère des Armées
65935;Fonction publique;VRAI;Ministère des Armées
65936;Fonction publique;VRAI;Ministère des Armées
65937;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65938;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65939;Énergie;FAUX;
65940;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65941;Fonction publique;VRAI;Ministère du Travail, de la Santé, des Solidarités et des Familles
65942;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65943;Fonction publique;VRAI;Ministère de l’Enseignement supérieur et de la Recherche
65944;Agriculture;VRAI;Ministère des Armées
65945;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65946;Logistique et transport;FAUX;
65947;Logistique et transport;FAUX;
65948;Fonction publique;VRAI;Ministère de l’Enseignement supérieur et de la Recherche
65949;Logistique et transport;FAUX;
65950;Logistique et transport;FAUX;
65951;Logistique et transport;FAUX;
65952;Logistique et transport;FAUX;
65953;Logistique et transport;FAUX;
65954;Commerce et distribution;FAUX;
65955;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65956;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65957;Énergie;FAUX;
65958;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65959;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65960;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65961;Agriculture;VRAI;Ministère de la Transition écologique, de la Biodiversité, de la Forêt, de la Mer et de la Pêche
65962;Agriculture;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65963;Fonction publique;VRAI;Ministère des Armées
65964;Agriculture;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65965;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65966;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65967;Agriculture;VRAI;Ministère de la Transition écologique, de la Biodiversité, de la Forêt, de la Mer et de la Pêche
65968;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65969;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65970;Fonction publique;VRAI;Ministère de l'Intérieur
65971;Social;FAUX;
65972;Fonction publique;VRAI;Ministère des Armées
65973;Agriculture;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65974;Agriculture;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65975;Agriculture;VRAI;Ministère du Travail, de la Santé, des Solidarités et des Familles
65976;Commerce et distribution;FAUX;
65977;Fonction publique;VRAI;Ministère des Armées
65978;Armée - Défense;FAUX;
65979;Commerce et distribution;FAUX;
65980;Fonction publique;VRAI;Ministère des Armées
65981;Agriculture;VRAI;Ministère de l'Économie, des Finances et de la Souveraineté industrielle et numérique
65982;Enseignement;FAUX;
65983;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65984;Commerce et distribution;FAUX;
65985;Enseignement;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65986;Fonction publique;VRAI;Ministère des Armées
65987;Commerce et distribution;FAUX;
65988;Agriculture;VRAI;Ministère de l'Économie, des Finances et de la Souveraineté industrielle et numérique
65989;Commerce et distribution;FAUX;
65990;Fonction publique;VRAI;Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche
65991;Fonction publique;VRAI;Premier ministre
65992;Commerce et distribution;FAUX;
65993;Fonction publique;VRAI;Premier ministre
