Geo Point,Geo Shape,ID_GEOFLA,CODE_COM,extension,INSEE_COM,NOM_COM,STATUT,X_CHF_LIEU,Y_CHF_LIEU,X_CENTROID,Y_CENTROID,Z_MOYEN,SUPERFICIE,POPULATION,CODE_CANT,CODE_ARR,CODE_DEPT,NOM_DEPT,CODE_REG,NOM_REG,Nom_commune,Code_postal,Ligne_5,Libellé_d_acheminement,coordonnees_gps,
42.98719948659418, 9.382979054984137,,COMMUNE00000000000009192,107,2B107,ERSA,Commune simple,1220364,6229453,1220551,6230831,175,2038,152,8,2,2B,HAUTE-CORSE,94,CORSE,ERSA,20275,,ERSA,42.987200253, 9.383060181
41.74105905230615, 8.812665785123553,,COMMUNE00000000000003676,276,2A276,SERRA-DI-FERRO,Commune simple,1183207,6087587,1184868,6089868,148,3292,497,11,1,2A,CORSE-DU-SUD,94,CORSE,SERRA DI FERRO,20140,,SERRA DI FERRO,41.741296698, 8.812690377
42.40159963457152, 9.511629849501736,,COMMUNE00000000000005669,242,2B242,POGGIO-MEZZANA,Commune simple,1234622,6166471,1236431,6166847,110,893,626,10,3,2B,HAUTE-CORSE,94,CORSE,POGGIO MEZZANA,20230,,POGGIO MEZZANA,42.40146433, 9.512024925
41.786901265598104, 9.010776554022403,,COMMUNE00000000000005835,160,2A160,MOCA-CROCE,Commune simple,1200314,6097650,1201037,6094820,739,2768,232,11,4,2A,CORSE-DU-SUD,94,CORSE,MOCA CROCE,20140,,MOCA CROCE,41.787617666, 9.010018558
41.671724175528226, 8.98874346301626,,COMMUNE00000000000013269,18,2A018,ARBELLARA,Commune simple,1199519,6083485,1199910,6082388,212,1130,143,9,4,2A,CORSE-DU-SUD,94,CORSE,ARBELLARA,20110,,ARBELLARA,41.671484206, 8.989411005000001
42.047544067196135, 8.982234496565873,,COMMUNE00000000000017130,330,2A330,UCCIANI,Commune simple,1195501,6123655,1195757,6124907,713,2876,468,8,1,2A,CORSE-DU-SUD,94,CORSE,UCCIANI,20133,,UCCIANI,42.047197897, 8.982585246
42.96737384667508, 9.364912680024595,,COMMUNE00000000000017560,86,2B086,CENTURI,Commune simple,1218306,6228216,1219263,6227948,236,866,211,8,2,2B,HAUTE-CORSE,94,CORSE,CENTURI,20238,,CENTURI,42.967291436000004, 9.364513101
42.32137982398398, 9.516222053656074,,COMMUNE00000000000018404,87,2B087,CERVIONE,Commune simple,1235323,6158864,1237408,6157762,185,1149,1719,10,3,2B,HAUTE-CORSE,94,CORSE,CERVIONE,20221,PRUNETE,CERVIONE,42.320942878, 9.516363905
42.13551124826953, 9.367922216519103,,COMMUNE00000000000035229,75,2B075,CASEVECCHIE,Commune simple,1226197,6137058,1226994,6135776,301,910,64,13,3,2B,HAUTE-CORSE,94,CORSE,CASEVECCHIE,20270,,CASEVECCHIE,42.135680677, 9.367689873
42.26886828871009, 9.20602368450471,,COMMUNE00000000000027281,238,2B238,POGGIO-DI-VENACO,Commune simple,1210836,6148671,1212209,6150387,387,1337,192,11,3,2B,HAUTE-CORSE,94,CORSE,POGGIO DI VENACO,20250,,POGGIO DI VENACO,42.268695229, 9.205973945
41.887628286749504, 9.04545614503181,,COMMUNE00000000000030168,358,2A358,ZEVACO,Commune simple,1202670,6107226,1202267,6107350,759,1007,62,11,1,2A,CORSE-DU-SUD,94,CORSE,ZEVACO,20173,,ZEVACO,41.887254351, 9.045323738
42.41044829815318, 9.263228292412993,,COMMUNE00000000000030351,267,2B267,SALICETO,Commune simple,1218517,6165064,1215176,6166533,665,1250,61,14,3,2B,HAUTE-CORSE,94,CORSE,SALICETO,20218,,SALICETO,42.410520775, 9.263971715
42.390954349361834, 9.451651189549828,,COMMUNE00000000000022708,340,2B340,VELONE-ORNETO,Commune simple,1233762,6166437,1230750,6165106,655,1223,110,10,3,2B,HAUTE-CORSE,94,CORSE,VELONE ORNETO,20230,,VELONE ORNETO,42.39097936, 9.451708549
41.973078152121936, 9.138575631391483,,COMMUNE00000000000031250,89,2A089,CIAMANNACCE,Commune simple,1210288,6114463,1209365,6116355,1330,2516,137,11,1,2A,CORSE-DU-SUD,94,CORSE,CIAMANNACCE,20134,,CIAMANNACCE,41.973021385, 9.138412717
42.21480646153299, 9.323202928920592,,COMMUNE00000000000001287,218,2B218,PIEDICORTE-DI-GAGGIO,Commune simple,1222746,6147127,1222515,6145657,424,2739,103,13,3,2B,HAUTE-CORSE,94,CORSE,PIEDICORTE DI GAGGIO,20251,,PIEDICORTE DI GAGGIO,42.214947914, 9.323352874
42.60782751162184, 9.014175190616665,,COMMUNE00000000000029746,34,2B034,BELGODERE,Commune simple,1194175,6183939,1193062,6186999,173,1305,525,15,5,2B,HAUTE-CORSE,94,CORSE,BELGODERE,20226,,BELGODERE,42.608071388, 9.014172599
42.37323457836047, 9.465728194028017,,COMMUNE00000000000030155,302,2B302,SAN-GIOVANNI-DI-MORIANI,Commune simple,1233822,6163518,1232644,6163473,579,1020,91,10,3,2B,HAUTE-CORSE,94,CORSE,SAN GIOVANNI DI MORIANI,20230,,SAN GIOVANNI DI MORIANI,42.373178854, 9.465822164
42.47132392355279, 9.298023949315228,,COMMUNE00000000000030517,79,2B079,CASTELLO-DI-ROSTINO,Commune simple,1219601,6172330,1217272,6173665,452,1249,414,14,3,2B,HAUTE-CORSE,94,CORSE,CASTELLO DI ROSTINO,20235,,CASTELLO DI ROSTINO,42.471494035, 9.297984515
42.38389520341729, 9.510465452471223,,COMMUNE00000000000008175,307,2B307,SANTA-LUCIA-DI-MORIANI,Commune simple,1237949,6165084,1236780,6164931,72,616,1199,10,3,2B,HAUTE-CORSE,94,CORSE,SANTA LUCIA DI MORIANI,20230,,SANTA LUCIA DI MORIANI,42.384149913, 9.510666019
42.60108489028823, 8.932188663609804,,COMMUNE00000000000009292,316,2B316,SANTA-REPARATA-DI-BALAGNA,Commune simple,1186690,6185390,1187055,6185657,192,1016,1007,15,5,2B,HAUTE-CORSE,94,CORSE,SANTA REPARATA DI BALAGNA,20220,,SANTA REPARATA DI BALAGNA,42.601368217, 8.931733241
42.37522057188471, 9.265928289300751,,COMMUNE00000000000010023,106,2B106,ERONE,Commune simple,1216762,6161898,1216340,6162425,672,395,9,14,3,2B,HAUTE-CORSE,94,CORSE,ERONE,20244,,ERONE,42.375538829, 9.266421193
42.25284030336255, 9.263334498560187,,COMMUNE00000000000024806,105,2B105,ERBAJOLO,Commune simple,1218761,6149987,1217498,6148901,496,1564,104,14,3,2B,HAUTE-CORSE,94,CORSE,ERBAJOLO,20212,,ERBAJOLO,42.253058568, 9.263518462
42.2650154303399, 9.502166340958095,,COMMUNE00000000000026892,57,2B057,CANALE-DI-VERDE,Commune simple,1234446,6152681,1237344,6151608,201,1466,355,10,3,2B,HAUTE-CORSE,94,CORSE,CANALE DI VERDE,20230,,CANALE DI VERDE,42.265062732, 9.501696229
42.422729028302456, 9.404326034831396,,COMMUNE00000000000016419,273,2B273,SCATA,Commune simple,1227132,6167655,1227262,6168494,350,280,49,9,3,2B,HAUTE-CORSE,94,CORSE,SCATA,20213,,SCATA,42.422242874, 9.404226001
41.88508070559741, 8.979333814999185,,COMMUNE00000000000032918,312,2A312,SANTA-MARIA-SICHE,Commune simple,1196902,6104972,1196583,6106237,687,1072,470,11,1,2A,CORSE-DU-SUD,94,CORSE,SANTA MARIA SICHE,20190,,SANTA MARIA SICHE,41.884499455, 8.979258665
41.55556583035362, 9.181687543844951,,COMMUNE00000000000033064,288,2A288,SOTTA,Commune simple,1217770,6069648,1216284,6071529,276,6695,1104,7,4,2A,CORSE-DU-SUD,94,CORSE,SOTTA,20146,,SOTTA,41.555644785, 9.181631152
42.3682627805088, 9.509354402931574,,COMMUNE00000000000003248,313,2B313,SAN-NICOLAO,Chef-lieu de canton,1237661,6163888,1236284,6163173,111,772,1792,10,3,2B,HAUTE-CORSE,94,CORSE,SAN NICOLAO,20230,MORIANI,SAN NICOLAO,42.368554556, 9.509268001
42.28723925506334, 9.247494844383409,,COMMUNE00000000000007488,110,2B110,FAVALELLO,Commune simple,1217547,6153260,1215120,6151927,416,557,61,14,3,2B,HAUTE-CORSE,94,CORSE,FAVALELLO,20212,,FAVALELLO DE BOZIO,42.287456671, 9.248604359
42.04378785635483, 9.422549547303857,,COMMUNE00000000000019172,123,2B123,GHISONACCIA,Chef-lieu de canton,1231019,6123322,1232863,6127126,35,7630,3892,13,3,2B,HAUTE-CORSE,94,CORSE,GHISONACCIA,20240,ST ANTOINE,GHISONACCIA,42.043742147, 9.422912189
42.447162362404896, 9.255675453781626,,COMMUNE00000000000020434,169,2B169,MOROSAGLIA,Chef-lieu de canton,1218636,6169062,1218065,6169235,579,2454,1134,14,3,2B,HAUTE-CORSE,94,CORSE,MOROSAGLIA,20218,PONTE LECCIA,MOROSAGLIA,42.447442972, 9.254839416
42.09638620402015, 8.804293397699665,,COMMUNE00000000000021728,22,2A022,ARRO,Commune simple,1181490,6127984,1180138,6128737,305,884,84,10,1,2A,CORSE-DU-SUD,94,CORSE,ARRO,20151,,ARRO,42.096711741, 8.80432428
42.47833447394132, 8.804052799066255,,COMMUNE00000000000022504,49,2B049,CALENZANA,Commune simple,1181493,6174334,1178849,6168815,553,18466,2308,7,5,2B,HAUTE-CORSE,94,CORSE,CALENZANA,20214,SUARE,CALENZANA,42.478233157, 8.804174473
41.9632376138156, 8.670237752970834,,COMMUNE00000000000002912,351,2A351,VILLANOVA,Commune simple,1170474,6112326,1170548,6113104,244,1146,348,5,1,2A,CORSE-DU-SUD,94,CORSE,VILLANOVA,20167,,VILLANOVA,41.963229308, 8.670021495
42.09861509399519, 9.411867717112262,,COMMUNE00000000000003050,2,2B002,AGHIONE,Commune simple,1231242,6133503,1231320,6132375,79,3388,230,13,3,2B,HAUTE-CORSE,94,CORSE,AGHIONE,20270,,AGHIONE,42.09858371, 9.41182181
42.3931560307622, 9.371766407078603,,COMMUNE00000000000023104,344,2B344,VERDESE,Commune simple,1224336,6164662,1224979,6165016,474,99,38,10,3,2B,HAUTE-CORSE,94,CORSE,VERDESE,20229,,VERDESE,42.393390948, 9.372080859
41.72126395988918, 9.266603914353373,,COMMUNE00000000000024694,362,2A362,ZONZA,Commune simple,1213954,6092133,1219210,6092213,544,13487,2482,6,4,2A,CORSE-DU-SUD,94,CORSE,ZONZA,20124,,ZONZA,41.721325902, 9.266900148
42.12799610826751, 8.796027918309814,,COMMUNE00000000000025172,19,2A019,ARBORI,Commune simple,1179683,6133335,1179752,6131611,329,2012,59,10,1,2A,CORSE-DU-SUD,94,CORSE,ARBORI,20160,,ARBORI,42.128066991, 8.795671346
41.792087976936024, 8.898232746631038,,COMMUNE00000000000025425,232,2A232,PILA-CANALE,Commune simple,1191739,6097517,1191445,6095502,200,1895,286,11,1,2A,CORSE-DU-SUD,94,CORSE,PILA CANALE,20123,,PILA CANALE,41.792130713, 8.898406314
41.828173146589315, 8.813107496412906,,COMMUNE00000000000001085,228,2A228,PIETROSELLA,Commune simple,1186253,6099770,1184266,6098747,232,3577,1258,11,1,2A,CORSE-DU-SUD,94,CORSE,PIETROSELLA,20166,,PIETROSELLA,41.828384242, 8.813573448
42.5198655706349, 9.359854909407838,,COMMUNE00000000000018989,355,2B355,VOLPAJOLA,Commune simple,1222250,6179510,1223221,6178497,367,1297,453,14,3,2B,HAUTE-CORSE,94,CORSE,VOLPAJOLA,20290,,VOLPAJOLA,42.519867456, 9.360362944
42.5104209898884, 9.405166781406907,,COMMUNE00000000000021293,250,2B250,PRUNELLI-DI-CASACCONI,Commune simple,1226361,6177376,1226912,6178215,153,602,156,14,3,2B,HAUTE-CORSE,94,CORSE,PRUNELLI DI CASACCONI,20290,,PRUNELLI DI CASACCONI,42.509944635, 9.405483212
41.94096974880189, 9.362648355779985,,COMMUNE00000000000021439,342,2B342,VENTISERI,Commune simple,1230150,6112210,1227308,6115007,222,4704,2357,12,3,2B,HAUTE-CORSE,94,CORSE,VENTISERI,20240,MIGNATAJA,VENTISERI,41.941136433, 9.362670094
42.44931054666064, 9.442111742129276,,COMMUNE00000000000002395,245,2B245,PORRI,Commune simple,1229448,6171903,1230142,6171627,329,454,57,9,3,2B,HAUTE-CORSE,94,CORSE,PORRI,20215,,PORRI,42.449261473, 9.441966528
42.162541301818536, 8.898201274649427,,COMMUNE00000000000032205,240,2A240,POGGIOLO,Commune simple,1188722,6137918,1187640,6136482,796,1217,100,10,1,2A,CORSE-DU-SUD,94,CORSE,POGGIOLO,20125,,POGGIOLO,42.162669782, 8.898744992
42.686285646746704, 9.42519518776147,,COMMUNE00000000000010005,33,2B033,BASTIA,Préfecture de département,1228512,6199407,1226429,6198198,272,1977,43479,99,2,2B,HAUTE-CORSE,94,CORSE,BASTIA,20600,,BASTIA,42.686420533, 9.425134055000001
42.62038428492312, 9.148587246762668,,COMMUNE00000000000011901,332,2B332,URTACA,Commune simple,1206220,6185858,1203761,6189618,424,3123,187,15,5,2B,HAUTE-CORSE,94,CORSE,URTACA,20218,,URTACA,42.620839816, 9.147910762
42.06935162310251, 8.760002386851175,,COMMUNE00000000000013814,70,2A070,CASAGLIONE,Commune simple,1179557,6125079,1177097,6125299,157,1493,370,10,1,2A,CORSE-DU-SUD,94,CORSE,CASAGLIONE,20111,,CASAGLIONE,42.069543326, 8.760405186
42.12375832073878, 8.95223054545676,,COMMUNE00000000000015497,259,2A259,REZZA,Commune simple,1191887,6132392,1193150,6131432,677,1366,54,10,1,2A,CORSE-DU-SUD,94,CORSE,REZZA,20121,,REZZA,42.123684074, 8.952481117
42.38132273330482, 9.404522010520877,,COMMUNE00000000000016889,164,2B164,MONACIA-D'OREZZA,Commune simple,1227193,6163809,1227795,6163919,628,466,32,10,3,2B,HAUTE-CORSE,94,CORSE,MONACIA D OREZZA,20229,,MONACIA D OREZZA,42.381282416, 9.404972062
42.0284281879785, 8.738039925433114,,COMMUNE00000000000005378,48,2A048,CALCATOGGIO,Commune simple,1178162,6120551,1177834,6120760,240,2328,532,10,1,2A,CORSE-DU-SUD,94,CORSE,CALCATOGGIO,20111,,CALCATOGGIO,42.028464254, 8.738320811
41.94695916914573, 9.121331726510682,,COMMUNE00000000000005857,268,2A268,SAMPOLO,Commune simple,1208383,6113227,1208332,6114208,958,714,58,11,1,2A,CORSE-DU-SUD,94,CORSE,SAMPOLO,20134,,SAMPOLO,41.946486583, 9.120742619
42.617345268638466, 8.901471807034659,,COMMUNE00000000000027600,93,2B093,CORBARA,Commune simple,1184819,6186447,1184040,6186234,107,1024,981,15,5,2B,HAUTE-CORSE,94,CORSE,CORBARA,20256,,CORBARA,42.617459562, 8.901365493
41.67577977531879, 9.160121072120065,,COMMUNE00000000000028869,61,2A061,CARBINI,Commune simple,1212570,6084142,1213644,6084436,702,1663,108,7,4,2A,CORSE-DU-SUD,94,CORSE,CARBINI,20170,,CARBINI,41.6758019, 9.159962103
42.585836245763666, 9.278158957563187,,COMMUNE00000000000031479,230,2B230,PIEVE,Commune simple,1216342,6185035,1216567,6184981,504,1972,115,5,5,2B,HAUTE-CORSE,94,CORSE,PIEVE,20246,,PIEVE,42.602563476, 9.295995774
42.418845849775764, 9.169342295160352,,COMMUNE00000000000031696,248,2B248,PRATO-DI-GIOVELLINA,Commune simple,1207529,6166893,1207902,6166599,509,1234,44,14,3,2B,HAUTE-CORSE,94,CORSE,PRATO DI GIOVELLINA,20218,,PRATO DI GIOVELLINA,42.419022064, 9.169230292
41.83414710923026, 8.983307310913123,,COMMUNE00000000000032871,360,2A360,ZIGLIARA,Commune simple,1198450,6101780,1198014,6100903,328,1299,139,11,1,2A,CORSE-DU-SUD,94,CORSE,ZIGLIARA,20190,,ZIGLIARA,41.834494139, 8.983551172
42.43444264414271, 8.996789421628813,,COMMUNE00000000000033243,23,2B023,ASCO,Commune simple,1196495,6169389,1193770,6168445,1373,12404,118,14,3,2B,HAUTE-CORSE,94,CORSE,ASCO,20276,,ASCO,42.434499645, 8.997095065
41.950425906692075, 8.909738088845666,,COMMUNE00000000000034469,181,2A181,OCANA,Commune simple,1192566,6113951,1190239,6111929,467,2608,548,8,1,2A,CORSE-DU-SUD,94,CORSE,OCANA,20117,,OCANA,41.95029011, 8.909484856
42.152379302744706, 9.120530676527071,,COMMUNE00000000000036424,354,2B354,VIVARIO,Commune simple,1210250,6139136,1206453,6136355,1229,7859,498,11,3,2B,HAUTE-CORSE,94,CORSE,VIVARIO,20219,TATTONE,VIVARIO,42.152494442, 9.120723761
42.10607533297481, 9.495996742661065,,COMMUNE00000000000026377,9,2B009,ALERIA,Commune simple,1239060,6134891,1237648,6133812,18,6357,2191,13,3,2B,HAUTE-CORSE,94,CORSE,ALERIA,20270,VACAJA,ALERIA,42.106115829, 9.49592506
42.65222455953895, 9.416661514209267,,COMMUNE00000000000026670,120,2B120,FURIANI,Commune simple,1227564,6194495,1226251,6194278,191,1899,5591,4,2,2B,HAUTE-CORSE,94,CORSE,FURIANI,20600,,FURIANI,42.652187613, 9.416685967
41.70033802598536, 9.031690987205836,,COMMUNE00000000000012915,146,2A146,LORETO-DI-TALLANO,Commune simple,1203098,6088010,1203184,6085707,292,698,50,9,4,2A,CORSE-DU-SUD,94,CORSE,LORETO DI TALLANO,20165,,LORETO DI TALLANO,41.69992436, 9.03147424
42.538609196460975, 9.365071372032068,,COMMUNE00000000000014177,274,2B274,SCOLCA,Commune simple,1223058,6179810,1222674,6181333,800,689,106,14,3,2B,HAUTE-CORSE,94,CORSE,SCOLCA,20290,,SCOLCA,42.538730176, 9.364871046
42.68386835106722, 9.368867983441602,,COMMUNE00000000000020656,29,2B029,BARBAGGIO,Commune simple,1222727,6197803,1221827,6197222,320,1099,243,5,5,2B,HAUTE-CORSE,94,CORSE,BARBAGGIO,20253,,BARBAGGIO,42.684031526, 9.368384015
42.515469951040934, 9.473598995516763,,COMMUNE00000000000020879,346,2B346,VESCOVATO,Commune simple,1229584,6176521,1231944,6179115,44,1766,2557,9,3,2B,HAUTE-CORSE,94,CORSE,VESCOVATO,20215,,VESCOVATO,42.515771377, 9.473989387
42.54294790459257, 9.18367170372826,,COMMUNE00000000000021405,223,2B223,PIETRALBA,Commune simple,1208270,6180668,1207617,6180880,642,3906,430,14,5,2B,HAUTE-CORSE,94,CORSE,PIETRALBA,20218,,PIETRALBA,42.542992942, 9.183540313
42.47833447394132, 8.804052799066255,,COMMUNE00000000000022504,49,2B049,CALENZANA,Commune simple,1181493,6174334,1178849,6168815,553,18466,2308,7,5,2B,HAUTE-CORSE,94,CORSE,CALENZANA,20260,ARGENTELLA,CALENZANA,42.478233157, 8.804174473
41.65039050193345, 8.893963557687742,,COMMUNE00000000000001105,249,2A249,PROPRIANO,Chef-lieu de canton,1192434,6082187,1192100,6079869,121,1906,3622,9,4,2A,CORSE-DU-SUD,94,CORSE,PROPRIANO,20110,,PROPRIANO,41.650485211, 8.893787602
42.77950795825781, 9.450809058424458,,COMMUNE00000000000001659,43,2B043,BRANDO,Commune simple,1229939,6207918,1227700,6208445,439,2228,1654,8,2,2B,HAUTE-CORSE,94,CORSE,BRANDO,20222,LAVASINA,BRANDO,42.779657479, 9.450579341
41.75030621607809, 9.115741240328337,,COMMUNE00000000000003619,285,2A285,SORBOLLANO,Commune simple,1208853,6092022,1209569,6092378,723,785,64,9,4,2A,CORSE-DU-SUD,94,CORSE,SORBOLLANO,20152,,SORBOLLANO,41.750045408, 9.115741672
42.5997275030469, 9.336851794904767,,COMMUNE00000000000005586,333,2B333,VALLECALLE,Commune simple,1220331,6187435,1220112,6187787,267,696,118,5,5,2B,HAUTE-CORSE,94,CORSE,VALLECALLE,20232,,VALLECALLE,42.59968682, 9.337178683
41.51609064043389, 9.120179221684598,,COMMUNE00000000000006408,114,2A114,FIGARI,Commune simple,1212792,6062855,1211452,6067085,189,10052,1392,7,4,2A,CORSE-DU-SUD,94,CORSE,FIGARI,20114,,FIGARI,41.516178304, 9.120206954
42.919949457066714, 9.436595121405883,,COMMUNE00000000000032867,159,2B159,MERIA,Commune simple,1226712,6224591,1224986,6223817,205,2070,99,8,2,2B,HAUTE-CORSE,94,CORSE,MERIA,20287,,MERIA,42.919921907, 9.436625076
42.38240848058837, 9.1936148526143,,COMMUNE00000000000033299,193,2B193,OMESSA,Commune simple,1210924,6161190,1210431,6161625,521,2452,536,14,3,2B,HAUTE-CORSE,94,CORSE,OMESSA,20236,FRANCARDO,OMESSA,42.382592655, 9.193716559
42.31080186817694, 9.434290992837981,,COMMUNE00000000000028645,194,2B194,ORTALE,Commune simple,1229823,6156699,1231419,6156172,405,421,26,10,3,2B,HAUTE-CORSE,94,CORSE,ORTALE,20234,,ORTALE,42.310583643, 9.43481212
42.075974461967284, 9.323511729456836,,COMMUNE00000000000030621,149,2B149,LUGO-DI-NAZZA,Commune simple,1221905,6129036,1224282,6129244,341,2543,115,12,3,2B,HAUTE-CORSE,94,CORSE,LUGO DI NAZZA,20240,,LUGO DI NAZZA,42.075917936, 9.32399106
42.455233735483354, 9.496474480894435,,COMMUNE00000000000031136,207,2B207,PENTA-DI-CASINCA,Chef-lieu de canton,1231459,6173725,1234662,6172134,118,1858,3247,9,3,2B,HAUTE-CORSE,94,CORSE,PENTA DI CASINCA,20213,,PENTA DI CASINCA,42.454846225, 9.497197393
42.24341773489419, 8.854969972530364,,COMMUNE00000000000000088,100,2A100,CRISTINACCE,Commune simple,1182473,6144411,1184010,6145656,1099,2065,57,10,1,2A,CORSE-DU-SUD,94,CORSE,CRISTINACCE,20126,,CRISTINACCE,42.243558113, 8.855476205
42.02345877445198, 8.82007994118069,,COMMUNE00000000000000775,336,2A336,VALLE-DI-MEZZANA,Commune simple,1182958,6120602,1182300,6119941,452,708,345,8,1,2A,CORSE-DU-SUD,94,CORSE,VALLE DI MEZZANA,20167,,VALLE DI MEZZANA,42.023677226, 8.820219186
42.64186530372326, 9.333364350268745,,COMMUNE00000000000026807,185,2B185,OLETTA,Commune simple,1221424,6191301,1219378,6191609,192,2661,1533,5,5,2B,HAUTE-CORSE,94,CORSE,OLETTA,20232,,OLETTA,42.641773997, 9.333297468
42.20799407758487, 8.719207286996927,,COMMUNE00000000000014704,154,2A154,MARIGNANA,Commune simple,1179269,6143502,1170261,6139901,701,5546,102,10,1,2A,CORSE-DU-SUD,94,CORSE,MARIGNANA,20141,,MARIGNANA,42.208985566, 8.690764867
42.3356749068073, 9.514155991536594,,COMMUNE00000000000015095,335,2B335,VALLE-DI-CAMPOLORO,Commune simple,1235492,6159332,1236786,6159525,159,564,345,10,3,2B,HAUTE-CORSE,94,CORSE,VALLE DI CAMPOLORO,20221,,VALLE DI CAMPOLORO,42.335491036, 9.515381513
